"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RHBDL3",10.4798270258879,2.90184698092623,0.832885756917994,3.48408765166571,0.000493817737621754,0.261434336897995
"ENSG00000217801",22.5699232081326,2.05834149201241,0.594659757651265,3.46137680501917,0.000537420027404759,0.270288760576588
"SLC25A33",683.303153639697,-0.473747640421116,0.137070993373696,-3.45622096083844,0.00054780606200416,0.270288760576588
"ENSG00000260948",109.690480480402,1.00274457201621,0.290131306292864,3.45617501547393,0.000547899450169071,0.270288760576588
"MYADML",34.1708142257421,-1.42200497570384,0.413801166547507,-3.43644506265688,0.000589401873712814,0.28430126824023
"ENSG00000271717",11.8624503960458,2.924623200042,0.853745870895055,3.42563671432561,0.000613360163634116,0.289425993735698
"ENSG00000248468",23.3558624444939,-1.79404644462355,0.525590083706974,-3.41339477329972,0.000641589298068387,0.290132027164008
"ENSG00000276076",62.9855220239156,-1.11979763781042,0.327754007139239,-3.41657954874279,0.000634131340745869,0.290132027164008
"CYP2G1P",10.5200256722025,3.12066308408128,0.920731187733138,3.38933135496846,0.000700632908997704,0.310366080055187
"UBQLN1-AS1",48.9105685438437,-1.17003841898749,0.34581012919463,-3.38347063954557,0.000715758600652933,0.310725123715451
"ENSG00000285865",41.2900108645255,1.3915633813654,0.412860723484358,3.37053951177828,0.000750211466497612,0.318458178496982
"DOCK4-AS1",14.5333055464623,3.20753975915359,0.953894365830986,3.36257333521342,0.000772196123985272,0.318458178496982
"FXYD2",208.275350109908,0.84141015168837,0.250371071455357,3.36065243798903,0.000777586080362115,0.318458178496982
"HES1",478.162382555837,-0.497476213463094,0.148295791937199,-3.35462124018843,0.000794737184575573,0.319454913488841
"ENSG00000234917",10.7857448052901,2.7344337122691,0.818728206463866,3.33985526659607,0.000838220621886366,0.326252523794773
"PPIL3",324.396264950752,0.547889182929146,0.164344666524586,3.33378134207466,0.000856739788828068,0.326252523794773
"ENSG00000274272",44.5339471137509,-1.27242209492727,0.381406261775005,-3.33613320611366,0.000849524483780747,0.326252523794773
"ZNF79",190.249138736305,-0.775065129768104,0.233167017012706,-3.32407704870997,0.000887116829866868,0.331995826018797
"SSU72",2806.4310037917,-0.233380788427917,0.0706602033694564,-3.30286041221328,0.000957040147806962,0.332210362152813
"CHMP3-AS1",29.3870257039057,1.51692786986498,0.45802741459526,3.31187134552945,0.000926741542708026,0.332210362152813
"PNLDC1",31.5648113164799,-1.68051545252443,0.510233251398333,-3.29362198155227,0.000989054156809776,0.332210362152813
"CCDC113",156.448958555724,0.680120947094565,0.205985941107208,3.30178333258477,0.000960722504163695,0.332210362152813
"RPL21P123",26.5776067529061,1.38721733152829,0.421392213356056,3.29198615342272,0.000994825096283647,0.332210362152813
"TMEM132E",60.4059996017154,-1.10928586669272,0.334426386822079,-3.31698068813834,0.000909959060358296,0.332210362152813
"LPIN3",17.2902704692811,2.09584381836767,0.636120161911195,3.29472942984671,0.000985164868547558,0.332210362152813
"ENSG00000272121",21.2473751758302,1.95971049195196,0.599774636932109,3.26741140968551,0.0010853582931071,0.350685304023695
"FAM53A",153.845104160055,-0.820638713909534,0.251423285799372,-3.26397259227762,0.00109861792470337,0.350685304023695
"PPIL6",31.0638155246394,-1.36527549330644,0.417618468229738,-3.26919328805972,0.00107854597023189,0.350685304023695
"ENSG00000269425",30.693011671071,1.79480625882722,0.55096993032358,3.25753940468793,0.00112382654089425,0.353533027487689
"MRFAP1",2675.17255784999,-0.268650812533227,0.0825782796203459,-3.25328662413834,0.00114078365111336,0.35374071330095
"ABHD17AP1",75.284185281621,-1.04562142283375,0.322907109518867,-3.23814927578316,0.00120307842533301,0.367803102820822
"ENSG00000229839",18.4989383054427,-1.89196903281896,0.587201853248902,-3.22200793875389,0.00127295608023353,0.38376089829929
"NDUFAF8",832.628919436173,-0.484428253561101,0.150615864930093,-3.21631624786635,0.00129847656988591,0.386092225012926
"KLC4",535.67300911214,-0.352546879066893,0.109772320933122,-3.21161906817732,0.00131989262141151,0.387156611356193
"RGCC",468.10426547359,-0.645076672693247,0.201415053051611,-3.20272324694596,0.00136134738379785,0.393992084169549
"JUN",435.028262222629,-0.549681761061987,0.172333851598543,-3.18963312177625,0.00142453512851529,0.403215159695002
"ZNF639",1062.33383081579,-0.312712309785656,0.0980835596606302,-3.18822349910263,0.00143149843800095,0.403215159695002
"RPL7AP45",45.2951244937965,1.22755258838424,0.385450781068362,3.1847194211977,0.00144894418392197,0.403215159695002
"POLR3GL",129.253430103246,-0.836718636064303,0.263727407637369,-3.17266469784138,0.00151046859397115,0.404212141738616
"ZNF731P",349.870407202844,0.509275585118598,0.160391695483252,3.17519921205506,0.00149733666862575,0.404212141738616
"TSC22D4",1390.35082741029,-0.359751427130502,0.113616028763515,-3.16637917242561,0.00154349454362108,0.404212141738616
"SP7",17.2425465076171,1.88848910177741,0.597380873369586,3.1612814972217,0.00157076617672299,0.404212141738616
"ENSG00000263393",15.6515197920705,2.43596750985954,0.77078090998989,3.1603890006714,0.00157558626314945,0.404212141738616
"MAPRE2",1398.41113819569,0.292056649661479,0.0923035537537283,3.16408889781974,0.00155569269451876,0.404212141738616
"HDHD2",184.034900414761,-0.670725710691366,0.212319277744238,-3.15904291789901,0.00158288178603991,0.404212141738616
"DST-AS1",14.8551317117696,2.31809404146243,0.73552898693791,3.15160120488645,0.00162377879796714,0.405123478030744
"CDR2",2039.67485637284,-0.261310697201963,0.0828288046413799,-3.15482878611309,0.00160592317600472,0.405123478030744
"ENSG00000229368",27.9547789011197,1.79573546187004,0.570919001829853,3.14534190684586,0.00165892828244406,0.409189742031032
"ARHGAP15-AS1",56.6897507974092,1.23787772211097,0.394237251086275,3.13993088857063,0.00168987696052772,0.412140104552974
"RARRES2",109.262270035034,0.862121534186864,0.274856653104798,3.13662239734162,0.0017090608355142,0.412187494396347
